school,task_category,task,user_id,score
ColC,Social cognition,emotion-reasoning,I0Iz69mZ4rNF47H6ciafWPP1tgJ3,0.5
ColC,Social cognition,emotion-reasoning,JczHy7JXkkZhgkIkR529Vfdhuuv2,0.5
ColC,Social cognition,emotion-reasoning,M9iu0aUF37MU8VNvlidthCou8q93,0.5
ColC,Social cognition,emotion-reasoning,OFchaxz2O4OTzf4MWmbQQuShkgv1,0.5
ColC,Social cognition,emotion-reasoning,YseH9PQu6hWkf0gYzaPdsIih0np2,0.5
ColC,Social cognition,emotion-reasoning,hFYRfD4i1fhwHWxVDKxhnbl9xn32,0.5
ColC,Social cognition,emotion-reasoning,ikA0zB4udVbg33SxSfhdgp3F69E3,0.5
ColC,Social cognition,emotion-reasoning,k3RtPNhMCrQCJABVITgLIIsDTx03,0.5
ColC,Social cognition,emotion-reasoning,pucQAuKH0UQrM51DOflfBWt4Ky23,0.5
ColC,Executive function,hearts-and-flowers,uhLalKCSIzQhlGCI1tTAdSFeRQh2,-1.5466459367269807
ColC,Executive function,hearts-and-flowers,XQGa3acPjnWqxSlGXn3tSkwEAup2,-1.653272248026621
ColC,Executive function,hearts-and-flowers,vBeEKuCIGvO0ju25yYf8SuOKJ2m1,-1.7030648408804139
ColC,Executive function,hearts-and-flowers,Q6nrL846zyYLM0Cjua35NuCvIsn1,-1.8165149984047786
ColC,Social cognition,hostile-attribution,1fNp7hGiQrXfEncBanpqdSS0Ueg2,0
ColC,Social cognition,hostile-attribution,3A6Y3crxEHeo8CPaFvyVWIjXCnw1,0
ColC,Social cognition,hostile-attribution,3LOE9NUDg8Y73vJbcE40VhmSAzm1,0
ColC,Social cognition,hostile-attribution,5hWQQLoGFkN9XjXh4ALHKUCsEAR2,0
ColC,Social cognition,hostile-attribution,7IoWgqOQzdhiQBkbCn4OAqLnc4G3,0
ColC,Social cognition,hostile-attribution,8EuKmx6u4uh1sUYePHETBx7SqwA2,0
ColC,Social cognition,hostile-attribution,GU9aNHT6IvZhFdlCfUhc93MssJ23,0
ColC,Social cognition,hostile-attribution,I9FX3JgFZRd5Af4F9GQWobyhNCG3,0
ColC,Social cognition,hostile-attribution,IevpSbioUDaTroYAKZCbUGwNHyq2,0
ColC,Social cognition,hostile-attribution,LW42ebRTPNTB5lbflNm229CSAFr1,0
ColC,Social cognition,hostile-attribution,M9iu0aUF37MU8VNvlidthCou8q93,0
ColC,Social cognition,hostile-attribution,OzdF0BQPnXXafMTU2q4gcFqk9Fh1,0
ColC,Social cognition,hostile-attribution,QMKkTCuAlXRrvdDMdmX9Ct7HFcl1,0
ColC,Social cognition,hostile-attribution,RqbeVJ3elwTICfqR7N4hWF5aryB2,0
ColC,Social cognition,hostile-attribution,VtbBKzO1Jna9qm9JKEVHDA8C8dC2,0
ColC,Social cognition,hostile-attribution,WoFADAhDrqd2a0HHbMQhAd6W2IB2,0
ColC,Social cognition,hostile-attribution,Ytfm1y7yRIX7q45qb6LKaKyUZkA2,0
ColC,Social cognition,hostile-attribution,dTpG4kgVsoSp0VPcfG9Khstj8383,0
ColC,Social cognition,hostile-attribution,dwB9PF9YGsWT4aLwHaOW2uKIWPC3,0
ColC,Social cognition,hostile-attribution,hKT898WNQPasWDhsMXDn9zGHvC32,0
ColC,Social cognition,hostile-attribution,nMfWmgAwKgNXuyl639iRuNP3gqb2,0
ColC,Social cognition,hostile-attribution,nVm2360npDP2IKZ9ZmlZtU1h6TP2,0
ColC,Reasoning,matrix-reasoning,66oZlT89CXPtTKAXOY1yJJ6HEY12,-0.3676234375801893
ColC,Reasoning,matrix-reasoning,7IoWgqOQzdhiQBkbCn4OAqLnc4G3,-0.3676234375801893
ColC,Reasoning,matrix-reasoning,I9FX3JgFZRd5Af4F9GQWobyhNCG3,-0.3676234375801893
ColC,Reasoning,matrix-reasoning,DgmbNSarsrZ9QeKcLnJckGq4Lug2,-0.3676234375801893
ColC,Reasoning,matrix-reasoning,IZAG98vT5ObQKxDInPel48HzMLG3,-0.3676234375801893
ColC,Reasoning,matrix-reasoning,LW42ebRTPNTB5lbflNm229CSAFr1,-0.3676234375801893
ColC,Executive function,memory-game,pMdD3c76cma0u1NqSgkySg78iRi1,-2.6582615458926617
ColC,Executive function,memory-game,RFzRa9uxJacchiTlAdIEcUdEaGC3,-2.6582615458926617
ColC,Executive function,memory-game,Xe2CcBmOWGU8m7nQ78ZDmAoJqow1,-2.6582615458926617
ColC,Executive function,memory-game,2JEsdK83CiNOrXIwRHqrpY0LrzW2,-2.6582615458926617
ColC,Executive function,memory-game,9ItPbcJrTWWO6V9f34FVzWqQjYw2,-2.6582615458926617
ColC,Executive function,memory-game,gDPY7q9ofCUI2SlhuG1CvlDDqLf1,-2.6582615458926617
ColC,Executive function,memory-game,Q6nrL846zyYLM0Cjua35NuCvIsn1,-2.6582615458926617
ColC,Spatial cognition,mental-rotation,J1YJVa8KHGUTp7tga79mfhM4S8t1,-1.004511184725567
ColC,Spatial cognition,mental-rotation,13eavjR5iaNfelLab4E78bPGJZL2,-1.1556425403495483
ColC,Spatial cognition,mental-rotation,DgmbNSarsrZ9QeKcLnJckGq4Lug2,-1.004511184725567
ColC,Spatial cognition,mental-rotation,M8kG33j0JpX10wBcsrgW0lfLGFv2,-1.004511184725567
ColC,Executive function,same-different-selection,rkGaBz0yFnXsAzDTMyEzfxU4lFr2,-0.8541664072762796
ColC,Executive function,same-different-selection,VZFNnhgO9ihaWcIdEYE82qGsdxv1,-1.2604651864724525
ColC,Executive function,same-different-selection,I5FIy2y2xRVB8AMrpTQKEfRMXee2,-0.6752619107322235
ColC,Executive function,same-different-selection,QvRnwTVVraM3j7HOxr0HDzyjnb62,-0.6752619107322235
ColC,Executive function,same-different-selection,amxBseRwxMMfTNNDRQjFAcibAKK2,-0.9122446673770079
ColC,Reading,sre-es,HFiZj8apJbMhdENDSvUcSP57xsj1,0.06153846153846154
ColC,Reading,sre-es,SXdOfmEVR9TFcXP2Z3fHTV6ozWB3,0.06153846153846154
ColC,Reading,sre-es,gKLt2y8YT7TCiNDHegFzE2Bi7G83,0.046153846153846156
ColC,Reading,sre-es,hQxw57C4f4afHIE0OrIocw2AOTZ2,0.05384615384615385
ColC,Reading,swr-es,xxd12PHmaMYeHZQWMXP7IGrrOtF3,-6
ColC,Reading,swr-es,3WcgjdHtrCQGK0Uh7UbYoDjVt783,-1.8689636936302112
ColC,Reading,swr-es,jgT7RubDVvUcPvVNsJONtULyrzO2,-3.879429750614903
ColC,Reading,swr-es,lho2qw2CNAZ6DeEU3j8f1WJszAC2,-2.39157991839786
ColC,Reading,swr-es,MPmSGDGoRKMNPXMEVCi76yfBtsC2,-3.012212533225415
ColC,Social cognition,theory-of-mind,OFchaxz2O4OTzf4MWmbQQuShkgv1,-1.485132047104457
ColC,Social cognition,theory-of-mind,1fNp7hGiQrXfEncBanpqdSS0Ueg2,-1.04915885615028
ColC,Social cognition,theory-of-mind,8EuKmx6u4uh1sUYePHETBx7SqwA2,-1.3174872790197059
ColC,Social cognition,theory-of-mind,I9FX3JgFZRd5Af4F9GQWobyhNCG3,-1.1138320731921205
ColC,Language,trog,k3RtPNhMCrQCJABVITgLIIsDTx03,-2.120708562429002
ColC,Language,trog,7UpPWra7IyWoJua5H7nyuQQxWxz2,-1.3474592911094134
ColC,Language,trog,OFchaxz2O4OTzf4MWmbQQuShkgv1,-2.479720472472082
ColC,Language,trog,JczHy7JXkkZhgkIkR529Vfdhuuv2,-0.9465998116857952
ColC,Language,trog,8EuKmx6u4uh1sUYePHETBx7SqwA2,-1.4250514275623374
ColC,Language,trog,1fNp7hGiQrXfEncBanpqdSS0Ueg2,-1.008853414258358
ColC,Language,vocab,DS33612ZNUXCZqhL8ONAxbK3CIQ2,-0.9090366027973622
ColC,Language,vocab,RMKMeSTGuhWkGdKsbhpP9mLtWWD2,-0.33912934031403036
ColD,Math,egma-math,AG8r2nmWKJWob00k9TDLVsb7Uao2,-1.8480016394472982
ColD,Math,egma-math,E9Kn0Hgu3HboXL953nDehtDavqD2,-1.9622582838830087
ColD,Math,egma-math,Lg61FYbDeoeuApidGr3NzYBcmz12,-1.740466060466965
ColD,Math,egma-math,4oNMr2bReObWHqgBT78I4ga6JRb2,-2.0060743125048806
ColD,Math,egma-math,owIJRyJ0eYXvX12iBo358racUBS2,-1.8480016393376235
ColD,Math,egma-math,UXn4ynQsmJZdKumcab9Si5MN1ma2,-1.8480016393376233
ColD,Math,egma-math,ay2kJTHDBZexbd9dp75mMyikYoW2,-2.1115180656181485
ColD,Math,egma-math,Y5BjRnTYWHMQNdJRwRf8BohZr1r2,-1.737731832071967
ColD,Math,egma-math,In8HNwEWLcfjLscoITrdyYM6azH2,-1.7578600839899572
ColD,Social cognition,emotion-reasoning,AG8r2nmWKJWob00k9TDLVsb7Uao2,0.25
ColD,Social cognition,emotion-reasoning,EUOCcDUxZcMYkGr1EDMmeoUi9S03,0.25
ColD,Social cognition,emotion-reasoning,GDH4wFVyyVhF7NIYknAG2wbZDu73,0.25
ColD,Social cognition,emotion-reasoning,HzPFhnCopzZUMcKQqtZkAOagdez1,0.25
ColD,Social cognition,emotion-reasoning,agaKWNvDojftdpDAVYnFd39zeXB2,0.25
ColD,Social cognition,emotion-reasoning,owIJRyJ0eYXvX12iBo358racUBS2,0
ColD,Social cognition,emotion-reasoning,oxGhDkZLIMS11s6fDl88s9QWMeI3,0
ColD,Executive function,hearts-and-flowers,prGLkGxmajbSXm0DTqD9sKuHnxS2,-1.603493087208463
ColD,Executive function,hearts-and-flowers,UXn4ynQsmJZdKumcab9Si5MN1ma2,-1.7345356157449583
ColD,Executive function,hearts-and-flowers,GSJ3dpS46EWVCNYqJGO9Y5aOCEL2,-1.6068312732325236
ColD,Executive function,hearts-and-flowers,2g6O4fWWsFfjf4FGDA7C1JX2HCl1,-1.648816478787276
ColD,Social cognition,hostile-attribution,195NPCfG0hREm3BD8xIuyeYOjJU2,0
ColD,Social cognition,hostile-attribution,1h4dct427rdDGo5grdZpfJIPHWJ3,0
ColD,Social cognition,hostile-attribution,75eh8hcvfFOcR75v8d6L6SO9H4l2,0
ColD,Social cognition,hostile-attribution,80imOfESzlOptkJXnZZuLDjGD4I3,0
ColD,Social cognition,hostile-attribution,FGtePFe0BNUlEdDjmu5QfvwLZqf1,0
ColD,Social cognition,hostile-attribution,FTdiN4pZggd3fBi2oAYNXqW9dQn2,0
ColD,Social cognition,hostile-attribution,TqxVAK6uFVVOnY0FkgrnnRbwlxk2,0
ColD,Social cognition,hostile-attribution,VGrXamEnTdZQecC5U9MFMGSxKoq2,0
ColD,Social cognition,hostile-attribution,W0fZunp6hpQZiB4Fk4IGoKyp7C82,0
ColD,Social cognition,hostile-attribution,Y5BjRnTYWHMQNdJRwRf8BohZr1r2,0
ColD,Social cognition,hostile-attribution,hz4ObRWKQMegVDBQWPpXBh7gH8C2,0
ColD,Social cognition,hostile-attribution,tXEM7fNvhfWhNGfqgW0fNTJwucy2,0
ColD,Reasoning,matrix-reasoning,VYiMRakBPJeyRNzlZW46M7mMsjp1,-0.43119010900942106
ColD,Reasoning,matrix-reasoning,V3EbvhhlzRWEBnFjVMynEZld1iE2,-0.43119010900942106
ColD,Reasoning,matrix-reasoning,W0fZunp6hpQZiB4Fk4IGoKyp7C82,-0.4879914845717492
ColD,Reasoning,matrix-reasoning,HX0DO3wKELNcvnbSdFMaodphZGE2,-0.43119010900942106
ColD,Reasoning,matrix-reasoning,EpIkhzdv27RNHXnkdjewM68CwSl2,-0.4879914845717492
ColD,Reasoning,matrix-reasoning,xYKpaqBOZlXjqpCAjPUbCaVd1Cn2,-0.43119010900942106
ColD,Executive function,memory-game,E9Kn0Hgu3HboXL953nDehtDavqD2,-2.6582615458926617
ColD,Executive function,memory-game,pXeB9QljD4QnsWIfvCpMd4gLirQ2,-2.6582615458926617
ColD,Executive function,memory-game,0Kj11jcF7BRMUSsRMcEWgI5o9pr1,-2.6582615458926617
ColD,Executive function,memory-game,4oNMr2bReObWHqgBT78I4ga6JRb2,-2.6582615458926617
ColD,Executive function,memory-game,cvcpTDBkJqdMrtslHo2MBvPWnwB2,-2.6582615458926617
ColD,Executive function,memory-game,aPcdPq4Mp8hOiYJC9XcMy6ghOjf2,-2.6582615458926617
ColD,Executive function,memory-game,UXn4ynQsmJZdKumcab9Si5MN1ma2,-2.6582615458926617
ColD,Executive function,memory-game,okwUHyLN7IbfRmNP1YcoL10cxEg1,-2.6582615458926617
ColD,Executive function,memory-game,8Z3lHjjM2qgod4Oxjfp021pTvZC3,-2.6582615458926617
ColD,Executive function,memory-game,01TonkOE2dWerkUlJZOIDwJkQNG3,-2.6582615458926617
ColD,Executive function,memory-game,4jnKQEV2dRUho2rzhilEeQEAAse2,-2.6582615458926617
ColD,Spatial cognition,mental-rotation,FGtePFe0BNUlEdDjmu5QfvwLZqf1,-1.2185311870434017
ColD,Spatial cognition,mental-rotation,7LaDNw1gK7P2VMqvXL6leH8P47l1,-1.2537416480152939
ColD,Spatial cognition,mental-rotation,owIJRyJ0eYXvX12iBo358racUBS2,-1.0203412840980761
ColD,Spatial cognition,mental-rotation,6g4bTGWOttU8wMOBYkiXtFmOjDE2,-1.1556425403495483
ColD,Reading,pa-es,9FAGAzLFeAbXAG8Bc6HnCBYswim2,0.5
ColD,Reading,pa-es,ANE8mON7ihh98XNnNeFcDIMi4ji2,0.5
ColD,Reading,pa-es,BZJ3iydKsJdbbnTeW7WPOe09UWC3,0.5
ColD,Reading,pa-es,BebM1ackKgWc3UUwz1quJaiFNK73,0.5
ColD,Reading,pa-es,M3Cz0ucBouaznxuBftsmI9TyRXB2,0.5
ColD,Reading,pa-es,OC66l0zDmSX0sIVJISgGhsnEB2g2,0.5
ColD,Reading,pa-es,OEVFscQ3gjbmfxoibhxlltlWSMg2,0.5
ColD,Reading,pa-es,OqOKSy6oAKZ2GUEX2Fo6HqXhEzv2,0.5
ColD,Reading,pa-es,ZE3gUn7vH8YsKIgS9mn1p30d7663,0.5
ColD,Reading,pa-es,bYt7ufosmYYqy5BjFwuTc84Lgbb2,0.5
ColD,Reading,pa-es,e9ulhS8eBeb0826zd8NWJIPExeI3,0.5
ColD,Reading,pa-es,hW7wSp9gcNb6833HgYm8x6Gs2C53,0.5
ColD,Reading,pa-es,j7D1pb03V8TIKE5rl7yq79WMtL73,0.5
ColD,Reading,pa-es,nUZGfiePB4Qu7pUIMgI237SzlTI2,0.5
ColD,Reading,pa-es,rAgSrofYYweAgNkTm4Eo1P4nvXa2,0.5
ColD,Reading,pa-es,xYlZL1H5Zhcypw3XRAN8xiWHa3X2,0.5
ColD,Reading,pa-es,z65cdJEUFlMxdL4X3FuM54vJsBk1,0.5
ColD,Reading,pa-es,zdYEo3giBPQzj0HMlnCvr5mzglT2,0.5
ColD,Executive function,same-different-selection,E9Kn0Hgu3HboXL953nDehtDavqD2,-1.5062889745475685
ColD,Executive function,same-different-selection,Lg61FYbDeoeuApidGr3NzYBcmz12,-1.582693776888723
ColD,Executive function,same-different-selection,4oNMr2bReObWHqgBT78I4ga6JRb2,-1.6690925550972937
ColD,Executive function,same-different-selection,2g6O4fWWsFfjf4FGDA7C1JX2HCl1,-1.5548874013341722
ColD,Reading,sre-es,Ein0Rip13HeKiQTS0z7H8dFQRvF3,0
ColD,Reading,sre-es,F6qoRGInizV72LyuONajtippwfi1,0.038461538461538464
ColD,Reading,sre-es,GnMjIqsbBOb7VH0aURDikcFhbuG2,0.038461538461538464
ColD,Reading,sre-es,JWJd5AlfBiXaVD5tYCZCdEUj1CQ2,0.015384615384615385
ColD,Reading,sre-es,hW7wSp9gcNb6833HgYm8x6Gs2C53,0.023076923076923078
ColD,Reading,sre-es,pwwWo9Je6LbHL41sxHkZryg8cYg2,0.038461538461538464
ColD,Reading,sre-es,ugnBPFLsrycGlNxhPld4u9WoJaJ3,0.038461538461538464
ColD,Reading,swr-es,FTdiN4pZggd3fBi2oAYNXqW9dQn2,-6
ColD,Reading,swr-es,75eh8hcvfFOcR75v8d6L6SO9H4l2,-6
ColD,Reading,swr-es,ay2kJTHDBZexbd9dp75mMyikYoW2,-6
ColD,Reading,swr-es,O81U8Nab7LfyPtA56zMYN33IyQg2,-6
ColD,Reading,swr-es,nfoEnxmUBYSiFqqSNwZh5VRYjQe2,-6
ColD,Reading,swr-es,tI1Y6sVEQ9Wu0mRSobYsClbMO4k1,-6
ColD,Reading,swr-es,xYKpaqBOZlXjqpCAjPUbCaVd1Cn2,-6
ColD,Social cognition,theory-of-mind,isUvPtMIFWNyaltr2JqHSYdNPnS2,-1.4862900631361264
ColD,Social cognition,theory-of-mind,oxGhDkZLIMS11s6fDl88s9QWMeI3,-2.1406511899947698
ColD,Social cognition,theory-of-mind,W0fZunp6hpQZiB4Fk4IGoKyp7C82,-1.271920047792083
ColD,Social cognition,theory-of-mind,4igG4PAeluaXMSfRqPrwG9Y3jNh2,-1.4305151927631654
ColD,Language,trog,AG8r2nmWKJWob00k9TDLVsb7Uao2,-2.4186999804098206
ColD,Language,trog,oxGhDkZLIMS11s6fDl88s9QWMeI3,-2.4012323529920203
ColD,Language,trog,S3yeNKhSQDQ7G1km0Ds4yBie1LH3,-2.129625221275333
ColD,Language,trog,GDH4wFVyyVhF7NIYknAG2wbZDu73,-2.3064510136785925
ColD,Language,vocab,CVDuEYYxKfgJtDvuxD8Yv5vRj952,-1.8185352699031538
ColD,Language,vocab,ZE3gUn7vH8YsKIgS9mn1p30d7663,-1.5958847080321978
ColE,Math,egma-math,lO7AC2c50QxELhis7ACW,-2.33046777399725
ColE,Math,egma-math,jnkpDaWJ7bSjxGfjdpmJ,-2.254022369048623
ColE,Math,egma-math,BqOxPtgC5HVIbkl7rBkj,-2.6799539138913766
ColE,Math,egma-math,ey2ractI0IqZ0QjzbxLV,-2.2214131289402537
ColE,Math,egma-math,4eVMzp0PyoFclvS8HZEi,-2.3636472493726717
ColE,Math,egma-math,S8m1euOGusiQdi5HrRZS,-2.5604600677344393
ColE,Math,egma-math,PeolWkXC4q0enjMYTRff,-2.281860326030582
ColE,Social cognition,emotion-reasoning,ToeMmuwhFkH3BbuBa0gi,0.14285714285714285
ColE,Social cognition,emotion-reasoning,ekM1GQSFgaq2DwQD2xec,0.14285714285714285
ColE,Social cognition,emotion-reasoning,hGAb0X1CxYovmC6vbtEs,0
ColE,Social cognition,hostile-attribution,0DJn2EsZi9hnp7j5LcVT,0
ColE,Social cognition,hostile-attribution,0DJn2EsZi9hnp7j5LcVT,0
ColE,Social cognition,hostile-attribution,100k733SoFh21nRyLQ4N,0
ColE,Social cognition,hostile-attribution,1TVwGGz4y7GS700K17MB,0
ColE,Social cognition,hostile-attribution,4eVMzp0PyoFclvS8HZEi,0
ColE,Social cognition,hostile-attribution,BqOxPtgC5HVIbkl7rBkj,0
ColE,Social cognition,hostile-attribution,FMtuySzGQ7QILjt0QVnl,0
ColE,Social cognition,hostile-attribution,HkmxsHiwD2bxg9bEbCTk,0
ColE,Social cognition,hostile-attribution,NEjdYdpuYKx9o6MRqN1C,0
ColE,Social cognition,hostile-attribution,NPIdzWkqr51EprXxnWJr,0
ColE,Social cognition,hostile-attribution,PeolWkXC4q0enjMYTRff,0
ColE,Social cognition,hostile-attribution,QU263x019tmYQZQkL2aQ,0
ColE,Social cognition,hostile-attribution,S8m1euOGusiQdi5HrRZS,0
ColE,Social cognition,hostile-attribution,SoLKrIxI3aCiFI187ytl,0
ColE,Social cognition,hostile-attribution,T5ba0Cto41iwPjOgPOh6,0
ColE,Social cognition,hostile-attribution,ToeMmuwhFkH3BbuBa0gi,0
ColE,Social cognition,hostile-attribution,WgkKU8oqKk6T5PzW2Qcs,0
ColE,Social cognition,hostile-attribution,YLlHmRoGqis9eh3Isbwd,0
ColE,Social cognition,hostile-attribution,YouP5v07nWTt1ya3bmSq,0
ColE,Social cognition,hostile-attribution,ZkJEElOhwvmLtiXIIW57,0
ColE,Social cognition,hostile-attribution,aRRFQE2qLQBRzZpOI8hy,0
ColE,Social cognition,hostile-attribution,ekM1GQSFgaq2DwQD2xec,0
ColE,Social cognition,hostile-attribution,ey2ractI0IqZ0QjzbxLV,0
ColE,Social cognition,hostile-attribution,hGAb0X1CxYovmC6vbtEs,0
ColE,Social cognition,hostile-attribution,hP529jOQKm1I3wqERq41,0
ColE,Social cognition,hostile-attribution,jnkpDaWJ7bSjxGfjdpmJ,0
ColE,Social cognition,hostile-attribution,lO7AC2c50QxELhis7ACW,0
ColE,Social cognition,hostile-attribution,luQ1Hh56nDlXIw8RIIER,0
ColE,Social cognition,hostile-attribution,poM6cpMAQnl0qgeNO3dG,0
ColE,Social cognition,hostile-attribution,rjwPHcSNhq00tajzLDm9,0
ColE,Social cognition,hostile-attribution,tE02p94vnVSt1VOH52ox,0
ColE,Social cognition,hostile-attribution,tjK7ZxiImCgbC0qXTdDf,0
ColE,Social cognition,hostile-attribution,y6iUiz5EIDrIKKwzSV3r,0
ColE,Reasoning,matrix-reasoning,0DJn2EsZi9hnp7j5LcVT,-1.2693425301689922
ColE,Reasoning,matrix-reasoning,y6iUiz5EIDrIKKwzSV3r,-1.2493538413837033
ColE,Reading,pa-es,CMEJ9Cc1TOfY0zwH4zRa,0.15
ColE,Reading,pa-es,DSmSYOW2cZrfeDzzn5Bv,0.2
